"","V1","V2"
"696",4750,6179
"697",4750,4814
"698",4751,4751
"699",4751,4739
"700",4751,4861
"701",4751,4985
"702",4751,4994
"703",4751,5862
"704",4751,4715
"705",4751,5158
"706",4751,4813
"707",4751,5559
"708",4752,4752
"709",4752,4648
"710",4753,4753
"711",4753,4725
"712",4753,4713
"713",4753,4767
"714",4753,4995
"715",4753,5014
"716",4753,4949
"717",4753,6423
"718",4754,4754
"719",4754,4703
"720",4755,4755
"721",4755,4839
"722",4755,8183
"723",4755,8511
"724",4755,8103
"725",4755,6436
"726",4755,8543
"727",4755,7986
"728",4756,4756
"729",4756,4660
"730",4756,4698
"731",4756,4658
"732",4756,4671
"733",4756,4670
"734",4756,4888
"735",4756,4675
"736",4757,4757
"737",4757,4691
"738",4757,4646
"739",4757,4650
"740",4757,4729
"741",4757,4965
"742",4757,4748
"743",4757,4700
"744",4757,4708
"745",4757,4885
"746",4758,4758
"747",4758,5252
"748",4758,4769
"749",4758,5186
"750",4758,4732
"751",4758,4920
"752",4759,4759
"753",4759,5022
"754",4759,4828
"755",4759,6250
"756",4760,4760
"757",4760,4943
"758",4761,4761
"759",4761,6123
"760",4761,8118
"761",4761,7646
"762",4761,4803
"763",4761,5205
"764",4761,4679
"765",4762,4762
"766",4762,4689
"767",4762,4874
"768",4762,4797
"769",4762,4922
"770",4762,4820
"771",4762,5492
"772",4762,4852
"773",4762,4867
"774",4762,4935
"775",4763,4763
"776",4763,5061
"777",4763,5066
"778",4763,5142
"779",4763,6477
"780",4763,5396
"781",4763,5155
"782",4764,4764
"783",4764,4825
"784",4764,4858
"785",4764,4979
"786",4765,4765
"787",4765,5180
"788",4765,4653
"789",4765,4845
"790",4765,4804
"791",4765,4663
"792",4765,4856
"793",4765,4926
"794",4765,5049
"795",4766,4766
"796",4766,4859
"797",4766,5078
"798",4766,5310
"799",4766,4930
"800",4766,5260
"801",4766,5272
"802",4767,4767
"803",4767,4725
"804",4767,4753
"805",4767,4713
"806",4767,4949
"807",4767,5014
"808",4768,4768
"809",4768,4891
"810",4768,4784
"811",4768,4863
"812",4768,4927
"813",4768,4770
"814",4768,5165
"815",4768,6625
"816",4768,4969
"817",4769,4769
"818",4769,5186
"819",4769,4920
"820",4769,4704
"821",4769,4758
"822",4769,4724
"823",4770,4770
"824",4770,4784
"825",4770,5059
"826",4770,4899
"827",4770,4989
"828",4770,4927
"829",4770,4768
"830",4770,5165
"831",4770,4690
"832",4771,4771
"833",4771,4816
"834",4771,4833
"835",4771,4735
"836",4771,5258
"837",4771,4877
"838",4771,5236
"839",4771,5876
"840",4771,5745
"841",4772,4772
"842",4772,4719
"843",4772,4747
"844",4772,4966
"845",4772,6827
"846",4773,4773
"847",4773,4791
"848",4773,4815
"849",4773,4805
"850",4773,4915
"851",4773,5195
"852",4773,4931
"853",4773,5304
"854",4773,4953
"855",4774,4774
"856",4774,4682
"857",4774,4843
"858",4774,4981
"859",4774,4653
"860",4774,4711
"861",4774,4865
"862",4774,4655
"863",4774,4657
"864",4774,5035
"865",4775,4775
"866",4775,4657
"867",4775,4795
"868",4775,4907
"869",4775,4711
"870",4775,4788
"871",4776,4776
"872",4776,4721
"873",4776,5742
"874",4776,5491
"875",4776,4661
"876",4776,5449
"877",4777,4777
"878",4777,4970
"879",4777,4727
"880",4777,4997
"881",4778,4778
"882",4778,4966
"883",4778,4785
"884",4778,4903
"885",4778,5217
"886",4779,4779
"887",4779,4734
"888",4779,4673
"889",4779,6046
"890",4779,4729
"891",4779,5109
"892",4779,5468
"893",4779,5285
"894",4780,4780
"895",4780,4716
"896",4780,4858
"897",4780,4746
"898",4780,4917
"899",4780,4979
"900",4780,5343
"901",4781,4781
"902",4781,4891
"903",4781,4783
"904",4781,5294
"905",4781,4945
"906",4781,6625
"907",4781,4924
"908",4782,4782
"909",4782,4787
"910",4782,4677
"911",4782,6507
"912",4782,5261
"913",4783,4783
"914",4783,4664
"915",4783,4891
"916",4783,4945
"917",4783,6021
"918",4783,5158
"919",4783,4781
"920",4783,5805
"921",4783,5294
"922",4783,4821
"923",4784,4784
"924",4784,4891
"925",4784,4768
"926",4784,4863
"927",4784,4770
"928",4784,4821
"929",4784,5593
"930",4784,4927
"931",4785,4785
"932",4785,4903
"933",4785,4836
"934",4785,4809
"935",4785,4778
"936",4785,4823
"937",4785,4750
"938",4785,6196
"939",4785,5052
"940",4786,4786
"941",4786,4711
"942",4786,4788
"943",4786,4893
"944",4786,4848
"945",4787,4787
"946",4787,4733
"947",4787,4782
"948",4787,4647
"949",4787,4676
"950",4787,4649
"951",4787,4677
"952",4787,5261
"953",4787,5141
"954",4787,5024
"955",4788,4788
"956",4788,4655
"957",4788,4775
"958",4788,4907
"959",4788,5140
"960",4788,4847
"961",4788,4786
"962",4788,5807
"963",4789,4789
"964",4789,5229
"965",4789,5831
"966",4789,5036
"967",4789,4818
"968",4789,5220
"969",4790,4790
"970",4790,4809
"971",4790,4688
"972",4790,5012
"973",4790,4903
"974",4790,4743
"975",4790,5052
"976",4790,4823
"977",4791,4791
"978",4791,4805
"979",4791,4915
"980",4791,4815
"981",4791,4773
"982",4791,5195
"983",4791,5822
"984",4791,4931
"985",4791,5264
"986",4792,4792
"987",4792,5012
"988",4792,4743
"989",4792,4704
"990",4793,4793
"991",4793,4851
"992",4793,4957
"993",4793,4884
"994",4793,4958
"995",4793,4895
"996",4793,4913
"997",4793,5480
"998",4793,5364
"999",4793,5844
"1000",4794,4794
"1001",4795,4795
"1002",4795,4775
"1003",4795,5267
"1004",4796,4796
"1005",4796,4727
"1006",4796,4894
"1007",4796,4811
"1008",4796,4970
"1009",4796,4997
"1010",4796,4887
"1011",4797,4797
"1012",4797,4762
"1013",4797,4874
"1014",4797,4820
"1015",4797,4689
"1016",4797,4922
"1017",4797,5492
"1018",4797,7276
"1019",4797,4867
"1020",4797,4852
"1021",4798,4798
"1022",4798,5215
"1023",4798,6370
"1024",4798,5051
"1025",4798,5125
"1026",4798,4996
"1027",4798,4876
"1028",4798,5463
"1029",4798,5644
"1030",4798,5985
"1031",4799,4799
"1032",4799,4836
"1033",4799,5179
"1034",4799,4936
"1035",4799,5052
"1036",4799,5053
"1037",4799,5030
"1038",4799,4880
"1039",4799,4809
"1040",4800,4800
"1041",4800,4717
"1042",4800,5350
"1043",4800,4863
"1044",4800,4960
"1045",4800,5726
"1046",4800,4899
"1047",4800,5211
"1048",4800,4880
"1049",4800,5329
"1050",4801,4801
"1051",4801,4812
"1052",4801,4741
"1053",4801,4736
"1054",4801,4680
"1055",4801,4847
"1056",4801,4830
"1057",4801,4655
"1058",4802,4802
"1059",4802,5226
"1060",4802,5272
"1061",4802,5218
"1062",4802,5078
"1063",4802,4921
"1064",4803,4803
"1065",4803,7380
"1066",4803,8713
"1067",4803,7280
"1068",4803,4761
"1069",4803,5669
"1070",4804,4804
"1071",4804,4856
"1072",4804,4663
"1073",4804,4765
"1074",4804,5180
"1075",4804,4681
"1076",4804,4845
"1077",4805,4805
"1078",4805,4791
"1079",4805,4815
"1080",4805,4915
"1081",4805,4773
"1082",4805,5195
"1083",4805,5304
"1084",4805,4931
"1085",4805,4841
"1086",4805,4952
"1087",4806,4806
"1088",4806,4659
"1089",4806,4883
"1090",4806,4857
"1091",4806,6049
"1092",4807,4807
"1093",4807,6713
"1094",4807,4923
"1095",4807,5244
"1096",4807,7478
"1097",4807,7468
"1098",4808,4808
"1099",4808,4886
"1100",4808,5063
"1101",4808,5255
"1102",4808,5333
"1103",4808,5023
"1104",4808,5621
"1105",4808,5479
"1106",4809,4809
"1107",4809,4790
"1108",4809,5052
"1109",4809,4785
"1110",4809,4823
"1111",4809,4799
"1112",4809,4841
"1113",4809,4903
"1114",4809,5062
"1115",4809,4999
"1116",4810,4810
"1117",4810,4673
"1118",4810,4729
"1119",4810,4734
"1120",4810,4882
"1121",4810,4715
"1122",4811,4811
"1123",4811,4894
"1124",4811,4796
"1125",4811,5041
"1126",4811,4887
"1127",4811,4727
"1128",4812,4812
"1129",4812,4801
"1130",4812,4736
"1131",4812,4680
"1132",4812,4741
"1133",4812,4830
"1134",4812,4681
"1135",4813,4813
"1136",4813,4985
"1137",4813,5286
"1138",4813,4739
"1139",4813,5122
"1140",4813,4751
"1141",4813,4994
"1142",4813,5250
"1143",4814,4814
"1144",4814,4823
"1145",4814,4648
"1146",4814,6196
"1147",4814,4750
"1148",4815,4815
"1149",4815,4805
"1150",4815,4791
"1151",4815,4773
"1152",4815,4931
"1153",4815,5195
"1154",4815,4841
"1155",4815,4915
"1156",4815,5304
"1157",4815,4952
"1158",4816,4816
"1159",4816,5236
"1160",4816,5451
"1161",4816,4771
"1162",4816,5765
"1163",4816,5008
"1164",4816,5287
"1165",4816,4833
"1166",4816,5431
"1167",4817,4817
"1168",4818,4818
"1169",4818,4938
"1170",4818,5033
"1171",4818,4789
"1172",4818,6115
"1173",4819,4819
"1174",4819,4879
"1175",4819,4873
"1176",4819,4709
"1177",4819,8743
"1178",4819,4669
"1179",4819,7142
"1180",4819,5384
"1181",4820,4820
"1182",4820,4689
"1183",4820,4874
"1184",4820,4867
"1185",4820,4922
"1186",4820,4762
"1187",4820,4797
"1188",4820,5492
"1189",4820,4852
"1190",4820,5124
"1191",4821,4821
"1192",4821,4784
"1193",4821,4745
"1194",4821,4891
"1195",4821,4783
"1196",4821,4849
"1197",4821,4900
"1198",4821,4863
"1199",4821,5354
"1200",4822,4822
"1201",4822,4956
"1202",4822,5004
"1203",4822,5965
"1204",4822,5912
"1205",4822,5249
"1206",4822,5135
"1207",4823,4823
"1208",4823,4785
"1209",4823,4809
"1210",4823,5012
"1211",4823,4960
"1212",4823,4790
"1213",4823,4814
"1214",4824,4824
"1215",4824,4875
"1216",4824,5120
"1217",4824,5595
"1218",4824,4688
"1219",4824,4952
"1220",4824,5042
"1221",4824,6621
"1222",4824,6775
"1223",4825,4825
"1224",4825,4764
"1225",4825,4858
"1226",4826,4826
"1227",4826,5104
"1228",4826,6679
"1229",4826,8257
"1230",4826,7936
"1231",4826,8366
"1232",4826,6713
"1233",4826,7532
"1234",4827,4827
"1235",4827,4996
"1236",4827,5342
"1237",4827,5164
"1238",4828,4828
"1239",4828,4759
"1240",4828,5022
"1241",4828,5100
"1242",4828,4969
"1243",4828,6446
"1244",4828,5204
"1245",4828,5214
"1246",4829,4829
"1247",4830,4830
"1248",4830,4801
"1249",4830,4736
"1250",4830,4725
"1251",4830,4812
"1252",4830,4995
"1253",4830,4857
"1254",4830,4918
"1255",4831,4831
"1256",4831,5533
"1257",4831,4956
"1258",4831,4993
"1259",4831,5506
"1260",4831,5736
"1261",4831,5445
"1262",4831,5932
"1263",4831,5875
"1264",4831,5025
"1265",4832,4832
"1266",4832,5353
"1267",4832,6042
"1268",4832,5132
"1269",4833,4833
"1270",4833,4735
"1271",4833,5258
"1272",4833,4771
"1273",4833,4816
"1274",4833,5620
"1275",4833,5424
"1276",4833,5197
"1277",4833,5506
"1278",4834,4834
"1279",4834,5062
"1280",4835,4835
"1281",4835,5366
"1282",4835,5301
"1283",4835,5649
"1284",4835,5998
"1285",4835,5450
"1286",4835,5309
"1287",4835,6061
"1288",4836,4836
"1289",4836,5052
"1290",4836,4799
"1291",4836,4880
"1292",4836,4785
"1293",4836,4903
"1294",4836,5053
"1295",4837,4837
"1296",4837,4690
"1297",4837,4943
"1298",4838,4838
"1299",4838,4842
"1300",4838,5691
"1301",4838,5283
"1302",4838,4947
"1303",4838,4886
"1304",4838,5279
"1305",4838,5023
"1306",4838,5662
"1307",4839,4839
"1308",4839,5331
"1309",4839,7344
"1310",4839,6570
"1311",4839,7339
"1312",4839,4755
"1313",4839,8268
"1314",4839,6436
"1315",4839,8317
"1316",4839,8511
"1317",4840,4840
"1318",4840,5477
"1319",4840,5537
"1320",4840,6302
"1321",4840,5722
"1322",4840,6352
"1323",4840,5779
"1324",4841,4841
"1325",4841,4999
"1326",4841,4809
"1327",4841,4901
"1328",4841,4931
"1329",4841,4815
"1330",4841,4805
"1331",4841,5304
"1332",4842,4842
"1333",4842,4838
"1334",4842,5037
"1335",4842,5283
"1336",4842,5131
"1337",4842,5705
"1338",4842,5691
"1339",4842,5662
"1340",4842,5279
"1341",4843,4843
"1342",4843,4774
"1343",4843,4682
"1344",4843,4653
"1345",4843,4981
"1346",4843,5035
"1347",4843,4680
"1348",4844,4844
"1349",4844,4644
"1350",4844,4662
"1351",4844,8463
"1352",4845,4845
"1353",4845,4765
"1354",4845,5180
"1355",4845,4804
"1356",4846,4846
"1357",4846,4652
"1358",4846,4925
"1359",4846,4654
"1360",4847,4847
"1361",4847,5140
"1362",4847,4801
"1363",4847,4788
"1364",4847,5117
"1365",4847,4731
"1366",4848,4848
"1367",4848,4786
"1368",4849,4849
"1369",4849,4745
"1370",4849,4740
"1371",4849,4821
"1372",4849,5354
"1373",4849,5708
"1374",4849,5091
"1375",4850,4850
"1376",4851,4851
"1377",4851,4793
"1378",4851,4958
"1379",4851,4957
"1380",4851,4895
"1381",4851,4913
"1382",4851,4884
"1383",4851,5364
"1384",4851,5480
"1385",4852,4852
"1386",4852,4689
"1387",4852,4935
"1388",4852,4762
"1389",4852,4820
"1390",4852,4870
"1391",4852,4874
"1392",4852,4867
"1393",4852,4797
"1394",4852,4905
"1395",4853,4853
"1396",4853,4907
"1397",4854,4854
"1398",4854,6548
"1399",4854,5687
"1400",4854,4889
"1401",4854,5758
"1402",4854,5837
"1403",4854,7212
"1404",4854,6132
"1405",4855,4855
"1406",4855,5229
"1407",4855,5357
"1408",4855,5060
"1409",4855,5240
"1410",4855,5000
"1411",4855,6096
"1412",4855,5477
"1413",4855,6296
"1414",4856,4856
"1415",4856,4653
"1416",4856,4663
"1417",4856,4804
"1418",4856,5180
"1419",4856,4645
"1420",4856,4681
"1421",4856,4657
"1422",4856,4765
"1423",4857,4857
"1424",4857,4830
"1425",4857,4645
"1426",4857,4806
"1427",4857,4995
"1428",4857,4659
"1429",4858,4858
"1430",4858,4716
"1431",4858,4746
"1432",4858,4979
"1433",4858,5343
"1434",4858,4780
"1435",4858,4917
"1436",4858,4764
"1437",4858,4825
"1438",4859,4859
"1439",4859,5185
"1440",4859,4766
"1441",4859,4694
"1442",4859,5083
"1443",4860,4860
"1444",4860,4910
"1445",4860,4937
"1446",4860,5664
"1447",4860,5147
"1448",4860,5369
"1449",4860,6047
"1450",4861,4861
"1451",4861,4751
"1452",4861,4739
"1453",4861,5323
"1454",4861,5158
"1455",4861,4985
"1456",4861,4994
"1457",4861,5559
"1458",4861,4715
"1459",4862,4862
"1460",4862,5780
"1461",4862,5989
"1462",4862,5553
"1463",4862,5376
"1464",4862,6053
"1465",4862,6221
"1466",4862,5508
"1467",4862,6862
"1468",4863,4863
"1469",4863,4784
"1470",4863,4717
"1471",4863,4768
"1472",4863,4800
"1473",4863,6625
"1474",4863,4821
"1475",4863,4745
"1476",4863,4927
"1477",4864,4864
"1478",4865,4865
"1479",4865,4682
"1480",4865,4657
"1481",4865,4774
"1482",4865,4653
"1483",4865,4655
"1484",4865,4741
"1485",4865,4645
"1486",4865,4981
"1487",4866,4866
"1488",4866,5021
"1489",4866,5111
"1490",4866,6791
"1491",4867,4867
"1492",4867,4874
"1493",4867,4820
"1494",4867,4762
"1495",4867,4689
"1496",4867,4852
"1497",4867,5492
